Country,Year,Cyclically-adjusted.current.disbursements.of.general.government.as.a.percentage.of.potential.GDP,"Cyclically-adjusted.current.disbursements.of.general.government.excluding.gross.interest.payments,.as.a.percentage.of.potential.GDP",Cyclically-adjusted.current.receipts.of.general.government.as.a.percentage.of.potential.GDP,Cyclically-adjusted.direct.taxes.on.business,Cyclically-adjusted.direct.taxes.on.households,Cyclically-adjusted.general.government.net.lending,Cyclically-adjusted.general.government.net.lending.as.a.percentage.of.potential.GDP,Cyclically-adjusted.total.direct.taxes.received.by.general.government,"Employment.rate.gap,.percentage.points","Employment.rate,.supply.definition,.as.a.percentage.of.population.aged.15-74",Net.one-offs.of.general.government,Net.one-offs.of.general.government.as.a.percentage.of.potential.GDP,Output.gap.as.a.percentage.of.potential.GDP,Potential.employment.of.total.economy,Productive.capital.stock.scrapping.rate,"Productive.capital.stock,.volume","Productive.capital.stock,.volume,.annual.average",Ratio.of.potential.to.actual.real.GDP.of.the.total.economy,Trend.employment.coefficient,"Trend.employment.rate,.as.a.percentage.of.population.aged.15-74",Trend.labour.efficiency,"Trend.working-age.population,.age.15-74",Underlying.general.government.net.lending,Underlying.general.government.net.lending.as.a.percentage.of.potential.GDP,Underlying.general.government.primary.balance,Underlying.general.government.primary.balance.as.a.percentage.of.potential.GDP
SWE,2017,48.7064880161895,48.28213031655,51.149047979617,134392374849.459,737402864913.952,47048535996.702,1.03059285936355,,1.02334306070118,68.7584071836532,1000000000.0,0.0219048868903338,0.396361416050284,5019913.46183563,4.543884563,22037211869833.7,21874378367023.3,0.996052034053229,1.02196111813827,67.7350641229521,575358.989834036,7411100.18398083,46048535996.702,1.00868797247322,43954535996.702,0.96281913932486
SWE,2018,48.8164509267841,48.3652654911242,51.0067085075927,144157074033.042,750115147907.664,23943105516.1083,0.50053942492874,,1.07878674384718,69.3508139989513,1000000000.0,0.0209053677097982,0.262268968398227,5099853.41337833,4.578092828,22462422732640.0,22309175732536.8,0.997384170824212,1.02409698608723,68.2720272551041,578933.353063586,7469901.8301043,22943105516.1083,0.479634057218942,21253105516.1083,0.444303985789384
SWE,2019,48.1001582138289,47.7010730052251,49.766252311684,155148060809.607,746413875700.484,-5254413108.52841,-0.105189427725582,,0.551646424839973,69.3585607573165,1000000000.0,0.0200192534452324,0.857459299909857,5170762.40486212,4.60970676,22858514128197.5,22701254589167.3,0.991498305570438,1.02630511624063,68.8069143324765,582735.461670364,7514887.79147526,-6254413108.52841,-0.125208681170814,-10257413108.5284,-0.205345752712079
SWE,2020,48.7959806629986,48.5305687777348,49.8203050375619,161173094395.067,798409237203.955,-50477484697.3784,-0.973890416339587,,-1.07911003535982,68.2550887026665,1000000000.0,0.019293560726693,-3.15718742669015,5233181.08936153,4.637100149,23254523343552.4,23105337089926.2,1.03260115379549,1.02853132413066,69.3341987380263,586722.371052775,7547763.13076708,-51477484697.3784,-0.99318397706628,-57473484697.3783,-1.10886816718353
SWE,2021,48.5104822372814,48.2849356825635,49.4511785054425,189678230978.396,813284339804.082,-25910452600.0989,-0.477660936283348,,-0.925982689062565,68.9277789131915,1000000000.0,0.0184350672547313,0.509903919789245,5293915.71721645,4.658884058,23730320194194.6,23548576045365.8,0.994926829099388,1.03071021685877,69.853761602254,590818.851455309,7578569.27928936,-26910452600.0989,-0.49609600353808,-31388452600.0989,-0.578648234704766
SWE,2022,47.1205248338752,46.6096567384247,49.6190362845122,206474831641.749,845324581546.007,53499840532.8282,0.915147538849497,,0.523988220986752,70.8920488869804,1000000000.0,0.0171056124604325,0.134425042838515,5359295.86529328,4.67490404,24187044244453.3,24016103708315.1,0.998657554155017,1.03276960882871,70.3680606659936,594941.42476038,7616091.46901392,52499840532.8282,0.898041926389064,58159840532.8282,0.994859692915112
SWE,2023,46.4320768626241,45.7289089044713,48.5655173232473,223056223109.481,884570661709.122,33738539773.3873,0.533445571807768,,0.383023766422042,71.263143648539,1000000000.0,0.0158111635948319,-1.82710966845608,5427790.62307483,4.686777124,24602798911865.4,24450612348959.7,1.01861114267173,1.03466937507277,70.880119882117,599216.307133104,7657705.19590256,32738539773.3873,0.517634408212936,38838539773.3873,0.61408250614141
SWE,2024,46.4331338342722,45.4571938676537,49.0546943136276,234779828564.034,922788214643.969,49960031479.2827,0.757511425301178,,-0.488173676191295,70.7503488526229,32000000000.0,0.485195162851121,-2.93723790510907,5484289.89261445,4.696124433,24964152376008.0,24831901124285.5,1.03026122316855,1.03642128051111,71.2385225288142,603609.007578113,7698489.10102844,17960031479.2827,0.272316262450058,26535840965.8452,0.40234567746296
TUR,2015,,,,,,,,,0.342435637571498,46.4731273062307,,,0.811557890106718,26337564.0930615,,,,0.9919497535095,1.00000000000001,46.1306916686592,35614.5328095464,57093364.8301551,,,,
TUR,2016,,,,,,,,,-0.0177969369408331,46.6336481463802,,,-1.43376716618009,27123477.3589822,,,,1.0145462307421,1.00000000000001,46.6514450833211,36365.7748888362,58140701.3449183,,,,
TUR,2017,,,,,,,,,0.392732966422621,47.4746236561635,,,0.600334306706651,27844060.3835536,,,,0.994032481990802,1.00000000000001,47.0818906897408,37104.0279016905,59139639.4147376,,,,
TUR,2018,,,,,,,,,0.267186437585799,47.7218009822429,,,-1.3917582866973,28515548.386737,,,,1.01411401585218,1.00000000000001,47.4546145446571,37834.7436409836,60090148.5774423,,,,
TUR,2019,,,,,,,,,-1.90675653016697,45.9347621367701,,,-4.82886392009234,29162390.7946422,,,,1.0507387441087,1.0,47.8415186669371,38629.2732574443,60956239.6997989,,,,
TUR,2020,,,,,,,,,-5.03229084230049,43.3089294927808,,,-6.99597721343399,29825334.4758429,,,,1.07522230763597,1.0,48.3412203350812,39401.8587225931,61697520.8095825,,,,
TUR,2021,,,,,,,,,-2.7856889456706,46.1760160438802,,,-0.752722445505527,30537094.0117386,,,,1.00758431328348,0.999999999999998,48.9617049895508,40150.4940383224,62369343.5885365,,,,
TUR,2022,,,,,,,,,-0.988539089079822,48.6773556901028,,,0.321095646548297,31289915.2620761,,,,0.996799320776165,0.999999999999993,49.6658947791826,40913.3534250505,63000808.5048962,,,,
TUR,2023,,,,,,,,,-0.645782988463907,49.759331646034,,,1.02783794094024,32045947.020217,,,,0.989826190860968,0.999999999999989,50.4051146344979,41690.7071401265,63576776.3898396,,,,
TUR,2024,,,,,,,,,0.0716567151312688,50.9941990896654,,,0.481891573824767,32683975.4149619,,,,0.995204194842702,0.999999999999985,50.9225423745341,42482.8305757889,64183707.0399432,,,,
USA,2015,37.2806493110603,33.4720981442833,33.1000422870183,408736733337.266,1948044257373.07,-841695992330.447,-4.59254984891947,,-0.251578715495249,63.482879070696,50156709351.2791,0.273670291949164,-0.17680075700941,153601132.755913,4.480313112,57258574289514.8,56763098507796.5,1.00177113895718,1.02462400674557,63.7344577861912,71207.3326924018,241001709.422548,-891852701681.726,-4.86622014086864,-430285951681.726,-2.34777128606342
USA,2016,37.1909349029341,33.296179790866,32.6487138126663,393938529826.498,1984754626077.16,-968742100605.245,-5.11897808138774,,0.0432826167840545,64.0002666190466,3632607292.70986,0.019195239990141,-0.632027152525061,155453683.200381,4.51037366,58601236449349.9,58092833494085.6,1.00636047143173,1.02608863079472,63.9569840022625,71947.4495000424,243059746.524136,-972374707897.955,-5.13817332137788,-452606707897.955,-2.39164150682742
USA,2017,36.8022847337287,32.9076898086263,32.0943153850472,312743935100.377,2070277795937.36,-833438522341.81,-4.2283885492912,,0.214121593163057,64.4320808879826,250211902092.075,1.26943153374976,-0.499452070545037,157268012.35326,4.543884563,60031058932104.3,59482956719946.1,1.00501959115742,1.02776345859995,64.2179592948195,72742.9913369067,244897243.824357,-1083650424433.88,-5.49782008304096,-536227424433.884,-2.72051008024111
USA,2018,36.9774353803809,32.9723040397908,31.5258244290486,310313449729.396,2070531312587.14,-1282939905869.62,-6.21604461546376,,0.541013484436363,65.052380739417,60543454.8784977,0.0002933425135325,0.0840502041939306,158988101.329357,4.578092828,61579524276683.5,60997779109294.6,0.999160203808474,1.02962522561189,64.5113672549806,73594.7305581932,246449746.911979,-1283000449324.49,-6.21633795797729,-665274949324.494,-3.22336124056283
USA,2019,37.4708565249843,33.3584735094779,31.4885773418881,308463436893.207,2185669224620.73,-1479629619534.79,-6.88882661357451,,0.597911121282479,65.4453932109793,0.0,0.0,0.285365914583502,160657187.188761,4.60970676,63163638400316.8,62563510663039.9,0.997154461052408,1.03166768246702,64.8474820896968,74494.2846068471,247746222.384611,-1479629619534.79,-6.88882661357451,-796387369534.792,-3.70780257000449
USA,2020,44.0400877245355,40.4206437340704,32.5651457942836,354441765869.287,2450184726001.51,-2758147321973.52,-12.3851441502498,,-3.73225042448098,61.4936011345579,0.0,0.0,-4.11184224233284,162303386.885222,4.637100149,64623324003704.3,64066244462622.6,1.042881648146,1.03388170059751,65.2258515590389,75423.6056839439,248832913.646691,-2758147321973.52,-12.3851441502498,-2151996821973.52,-9.66329486415931
USA,2021,43.9161277063805,40.3464192322576,33.3199477844478,487590773212.032,2741057040854.0,-2730976020337.45,-11.4592832148605,,-2.45047950360033,63.1852572470181,0.0,0.0,-0.632872473853396,163977968.013686,4.658884058,66237641595023.4,65635797475081.9,1.00636903259266,1.03623664320873,65.6357367506185,76362.0294384606,249830315.208796,-2730976020337.45,-11.4592832148605,-2104832770337.45,-8.83196141437956
USA,2022,38.4764156965794,34.7890349103413,35.1232222370891,604171539948.306,3279941086544.07,-891475650985.205,-3.4101918885913,,-0.669893590876043,65.3939012247752,0.0,0.0,-0.514956574582171,165802409.156837,4.67490404,67860106209571.7,67258440483517.4,1.00517622103636,1.03871970787171,66.0637948156512,77297.1635115012,250973183.752921,-891475650985.205,-3.4101918885913,-128691400985.206,-0.492287558595901
USA,2023,38.4304527653706,34.047205539596,32.2344749996153,645515308910.038,2862916257437.67,-2097807328066.39,-7.55852197982331,,-0.0360451078832824,66.4625247272602,0.0,0.0,-0.120669210754376,167914294.447551,4.686777124,69551548340509.8,68902004817768.1,1.00120814997258,1.04130155688778,66.4985698351434,78233.096944516,252508128.917399,-2097807328066.39,-7.55852197982331,-1018995828066.39,-3.67150131508375
USA,2024,38.9087698784903,34.1989572137547,32.2930510664371,684999098280.91,3022982047251.53,-2244025192581.53,-7.70323969995935,,-0.0622312941731025,66.740619769451,0.0,0.0,0.133013776372404,170021551.887938,4.696124433,71372648807558.0,70685191601948.9,0.998671629152505,1.04392650385706,66.8028510636241,79172.8159629737,254512418.528376,-2244025192581.53,-7.70323969995935,-1028527480939.75,-3.53070622819508
